arm,layer,tanh_alpha
xsa,4,0.05729622766375542
xsa,4,0.025601334869861603
xsa,4,0.05159005522727966
xsa,4,0.06833478808403015
xsa,4,0.04550018161535263
xsa,4,0.04808076471090317
xsa,4,0.05310517176985741
xsa,4,0.03747963160276413
xsa,5,0.06826915591955185
xsa,5,0.04709317907691002
xsa,5,0.014527885243296623
xsa,5,0.04079722240567207
xsa,5,0.05959006026387215
xsa,5,0.0551166832447052
xsa,5,0.04898449033498764
xsa,5,0.056041132658720016
xsa,5,0.027782605960965157
xsa,5,0.03518642857670784
xsa,5,0.0006210150895640254
xsa,5,0.024973832070827484
xsa,5,0.02602577768266201
xsa,5,0.04104587063193321
xsa,5,0.020340440794825554
xsa,5,0.022166932001709938
xsa,5,0.05329931899905205
xsa,5,0.06838945299386978
xsa,5,0.062379587441682816
xsa,5,0.013144690543413162
xsa,5,0.02009427919983864
xsa,5,0.045817047357559204
xsa,5,0.04096267372369766
xsa,5,0.0361785963177681
xsa,5,0.05263323709368706
xsa,5,0.05465621128678322
xsa,5,0.022837424650788307
xsa,5,0.04976816475391388
xsa,5,0.016582323238253593
xsa,5,0.035781603306531906
xsa,5,0.011727701872587204
xsa,5,0.02269432134926319
xsa,5,0.050046008080244064
xsa,5,0.057713624089956284
xsa,5,0.06076042354106903
xsa,5,0.0600883774459362
xsa,5,0.016034893691539764
xsa,5,0.049449484795331955
xsa,5,0.010221424512565136
xsa,5,0.04481140151619911
xsa,5,0.0277545303106308
xsa,5,0.027715865522623062
xsa,5,0.06788696348667145
xsa,5,0.03139666095376015
xsa,5,0.018861979246139526
xsa,5,-0.005546957720071077
xsa,5,0.035885099321603775
xsa,5,0.04401018097996712
xsa,5,0.006322710309177637
xsa,5,0.037265170365571976
xsa,5,0.027088753879070282
xsa,5,0.015097384341061115
xsa,5,0.011792363598942757
xsa,5,0.02063448168337345
xsa,5,0.0040473248809576035
xsa,5,0.06306543201208115
xsa,5,0.05876360088586807
